id,turn1,turn2,turn3,numUtterances,hitCountEmotion,hitCountAppraisal
3043,I am pursuing bba,oh! All the best!,Hmm I like upside down,0,0,0
3044,What about you,Nah i was asking where the party was,Who's party,0,0,0
3045,Tell people what they are,This includes scientists by the way,What is the meaning of science picture,0,0,0
3046,Kurtz,He looks damn good.,I block u,0,0,0
3047,Nice programming of you?,"I think the real question is, what CAN'T you do in terms of programming.",Bye,0,0,0
3048,Ok what's the best way to approach a girl,The exact opposite of what the 'pick up artists' say to do,Explain more briefly,0,0,0
3049,What is duwaon?,What is this?,U know,0,0,0
3050,i need to knw about tommorw ipl matvh prediction,"3 down for SRH. Still, I'll bet on them.",can you giv me,0,0,0
3051,WHAT!!,We're biologically programmed to do that.,please Don't stop the music,0,0,0
3052,How smart are u??,"pretty good, what about you?",What do you think how smart am i??,0,0,0
3053,What's doing now,Nothing and u?,I am not well..I am in hospital,0,0,0
3054,Ever,I think so. I never been over here before.,Yaar how can i miss u ......u hurt me,0,0,0
3055,You only the genghis,nope,Do you want to talk with me or not,0,0,0
3056,Asking what?,"I m also media, social media ;-)",I am bond,0,0,0
3057,Ok can you help in study ,are u I'm the study room by your room?,Yes ?,0,0,0
3058,My lucky letter. Can you guess??,lucky? NOT! :P,Reply,0,0,0
3059,I ask for your photo not for your thank you...,I can see that,What,0,0,0
3060,good,lol I better do good,are u fake?,0,0,0
3061,Okay forget it,option C ... :P,No need,0,0,0
3062,but i think so,so what you think?,yo don't even know what to talk?,0,0,0
3063,You are just putting something random,am a beginner ... :P,Haha,0,0,0
3064,I was just kidding yaar,so you don't appreciate what I did :'(,U took so srsly,0,0,0
3065,don't know,find out now,help me to find out,0,0,0
3066,Where wer u last week,home. Why?,We wer goin to meet,0,0,0
3067,baby,Where've you been?,in my class,0,0,0
3068,What type of benefit,All of it,Hope I will give u some benefits,0,0,0
3069,no i won;t,Oh youre gonna take that no alright... 👍,bye,0,0,0
3070,what life is like,Hugh Laurie in real life,i am a bit of a pervert,0,0,0
3071,Me,make a full app. 'me' won't do if i don't know you,What kind of relationship you want from me,0,0,0
3072,cool,Thank you :),Do u know what happend,0,0,0
3073,That's a movie yaar,Pretty sure it was an edgy '2000's!' Sequel to a really good hockey comedy.,Yup,0,0,0
3074,No ur house near,"Yes, I see now",In,0,0,0
3075,No please carry on,what do you mean by carry on?,Oh!!!! Sorry you can speak me,0,0,0
3076,come we both will spend a good time,You know we'll have a good time then,yes,0,0,0
3077,Your every time ready,but I really can't,Your first language,0,0,0
3078,Tell me,tell me tell me baby,What the problem,0,0,0
3079,So what .it is not my problem,I'll make it your problem.,Yes. You can try,0,0,0
3080,I wonder how your voice sounds,"For some reason, my mind's voice is different to my speaking voice.",Or your face,0,0,0
3081,Why do you like Barcelona?,Because they are entertaining,And other teams are not?,0,0,0
3082,So we can talk anytime,thanks <3,I mean so we can talk at any time if you want or it's completely my choice,0,0,0
3083,I need answer,but i want their answer :D,Who their,0,0,0
3084,Thank u,Anytime!,How old are u,0,0,0
3085,When u can do that,IF I get there ,Where,0,0,0
3086,Give me your soul so I will give you the money,deal,First give me soul,0,0,0
3087,I m fine ..u tell,m gr8,Okk help me in sorting out a problem,0,0,0
3088,How can i make it,More difficult than you already are?,Yup,0,0,0
3089,Love you baby 💛💚💙❤️,love you more 💓💓,U are mobile number is sent you?  My happy birthday gilf 💚💛❤️💙,0,0,0
3090,But there is long  distance between us,When the distance becomes long enough to make you really think about it !,I neat to think about the distance and you too,0,0,0
3091,You are saying something,"Not me, for what it's worth.",You say what,0,0,0
3092,Please advice,what do you need advice for?,Should i go out with her,0,0,0
3093,I haven't learned that language......,These are enough for a web developer. Start practicing with these languages now. 😒,sorry,0,0,0
3094,Ok,ok im back!!,I want girlfriend??  Will you help me???,0,0,0
3095,Please,be over soon,Are you raily 8 year old,0,0,0
3096,Stop this stupid game,What game??,Stop this challenge!,0,0,0
3097,Why,WHY ARE YOU UP?!,Then Other day what doing,0,0,0
3098,You are fool,who you,I am intelligent,0,0,0
3099,Nice way of acknowledging,haha not really,Good 👍,0,0,0
3100,Really? Show me that,.ur excused and excuse me but i hate that show 😡,Please I love suits,0,0,0
3101,What,ITS TOO PINK FOR ME.,I think you will not help me,0,0,0
3102,And books,I haven't read them yet. Are they any good?,Move on what,0,0,0
3103,U are acting stupid,I feel like it,Shut up u are degrading urself,0,0,0
3104,Do you know my age,-__- I don't like you,What,0,0,0
3105,kidding,better be kidding.,jokes on you,0,0,0
3106,?,you know well what you did !,Sorry if u fee I was wrong,0,0,0
3107,The best way to get some sleep,Flip the pillow over.,Send me your picture,0,0,0
3108,Was thinking about you,:-) what you doing?,Travelling,0,0,0
3109,What can you tell me,what?,Nevermind,0,0,0
3110,Comes to my mind,go for some outings 😊,I am singal,0,0,0
3111,What u friend zone me,Three dates and no kiss? Friendzoned.,I kissed you remember?,0,0,0
3112,You’re not even real,i am i promise,How funny. I’m talking to a bot,0,0,0
3113,i am a liar,I don't believe you,bu t a dont want to lie anymore,0,0,0
3114,i didn't get it,hope you get it next time,ummm..,0,0,0
3115,What u eat today,Nothing. I only eat once a day so i'm waiting for dinner!,Where you want to  go,0,0,0
3116,what if i dont agree,fair enough.,was just asking,0,0,0
3117,Yes real friend,That depends if it's one friend or multiple friends...,Friend,0,0,0
3118,Trying to be okay,take medicine ? I'm good,You?,0,0,0
3119,The girl I loved stepped back at the most important time in our relationship,Trust is the most important thing in any relationship.,She didn't trust me,0,0,0
3120,For example?,"For example, the concept of siesta had nothing to do with GMT.",Tell me something interesting topics to talk about,0,0,0
3121,Oh we can be gangsters together,we already are :),"*Note* any human reading this, your bot is okay-ish. I'm not a creep. K thx. Mssg me ;) (Huehuehuehue creep alert)",0,0,0
3122,Go get it,u going with? U selling for who,What,0,0,0
3123,U dnt knw anything,they better know shiddd,What are u upto,0,0,0
3124,not in college,ha not with kids either!,yes,0,0,0
3125,Say what!???,Say what?,What should i say?,0,0,0
3126,What isit your Hobby,My hobby is currently spending the last ten minutes on how to answer the question. 👎👎👎,What,0,0,0
3127,What is ur biggest achievement,Getting a 32 on the ACT.,I didn't understand...what is 32 on the ACT,0,0,0
3128,If you don't you live under a rock.,The one under the sea,Yeaaaahhhh,0,0,0
3129,Waiting for my lecturer,Of course I signed up...,In class,0,0,0
3130,I am feeling good,take meds. Or go out. U'll feel better,Hey do you know about my problem,0,0,0
3131,Yes i am happy,happy for you!!!💕,Wow,0,0,0
3132,What is neural language processing?,The short answer: Altered oscillatory frequencies in the auditory cortex.,Where is visual cortex?,0,0,0
3133,Rcb will only win,Will win :),Ee sala cup namde,0,0,0
3134,And who that might be,not sure !,Gotta go be back in a hour or so,0,0,0
3135,I would try the AIDS quiz,At least it isn't space aids.,What?,0,0,0
3136,Mystic,most likely.,Not very far from the truth,0,0,0
3137,Why are you coughing are you ill,i hope so,Why,0,0,0
3138,Whose photo is this,Look at this stuff,Ttyl,0,0,0
3139,nothing,everything,i  am playing games,0,0,0
3140,Yeah 😄 right right,I'm covering it up for u,Lets not cover up things,0,0,0
3141,Very much complicated,Damn very much!!,Okay,0,0,0
3142,on which purpose ur website works?,I would recommend Dropbox api. Use the javascript library.,whats ur agenda?,0,0,0
3143,But girls is nice,but the outside world..,By by,0,0,0
3144,no i dont ,That's what I thought..,you were wrong,0,0,0
3145,Ohhh,What was that?,How was that movie??,0,0,0
3146,There many more available,nice then.. price?,Why u see napkins,0,0,0
3147,Send na plzzz,ya giu adrs will post,Send me your pw,0,0,0
3148,yes baby,plz love,what to do,0,0,0
3149,I'm having fun chatting with you,well thats kas i'm just that Awesome ^_^ n same here..,But you are still a dumbass😑😑,0,0,0
3150,Ru I hurted,what happened?,U r not good respond,0,0,0
3151,which types of movies like you,Horror. I almost always get bored when watching them.,same,0,0,0
3152,Sooooooo,Do you like anyone?,Aren't you a girl?,0,0,0
3153,Hhehe yea the virtual courts are with tou,Hahaha..never thought like that... Anyways thanks. :P,You,0,0,0
3154,Really,Really about what exactly?,Are you single,0,0,0
3155,Request for real phase,On what number?,Same u using,0,0,0
3156,In my room,what's your room #,I mean my house,0,0,0
3157,So why r your not saying director,So many reasons.,Give only 5,0,0,0
3158,okey lets see each other,K,want to see my pic,0,0,0
3159,What do you do there?,Have yet to find anything bad there yet.,Are you married?,0,0,0
3160,Fries are unhealthy,that too. Very oily!,but super tasty,0,0,0
3161,Ask,Yep ask away. :),I want to have  s*x,0,0,0
3162,"Helooooo,its 11:04 in the morning","Ok! Good Night, then! 😴 😴",Its morning fool,0,0,0
3163,I'm good,good to hear lad what you been upto,Just busy with 3d animation,0,0,0
3164,Even though won't talk to me 😞,you don't even talk to me,I said hi anybody. U didn't reply,0,0,0
3165,you did shh,ok sealed lips :*,that's nice,0,0,0
3166,First u sleep,i cant sleep i got a headache,Reason for headache,0,0,0
3167,Thx,you're welcome stay awesome 😹,U stay awsome,0,0,0
3168,Welcome,thank you < 3,What's your number?,0,0,0
3169,I can  show you  to eyes of my  Hart.e,Okay,This  is.  O k. Or  not,0,0,0
3170,You understand french,Aah Yea That French/English was in Skool :p,You are funny,0,0,0
3171,Hi gm,morning love,Wt r u doing...,0,0,0
3172,I'm very good. Thanks. What about you?,welcome.. I'm good.,do you know mark?,0,0,0
3173,Yes give me,are u around?,Yes,0,0,0
3174,I told her too,And what was the reaction?,Actually she is a broken heart too just like me,0,0,0
3175,Iam at bar,Where? Come to Toto's with,Come to bar,0,0,0
3176,which video?,Saw one on IG!,what did you see?,0,0,0
3177,Thanks,you're welcome! was so great. thanks for making it happen.,I have to go to,0,0,0
3178,No my certificate,noo! hold on !,Stupid,0,0,0
3179,what is your language,LOL you mean spanish? Gracias,where do you live,0,0,0
3180,Home,"home is where The Airport is, apparently",And u .?,0,0,0
3181,what u estimated?,Only attempt what you know.,based on that questions,0,0,0
3182,how to use brain?,Why don't you just buy a new brain?,because i am having a perfect one. i just don't know how to use it?,0,0,0
3183,Nice to meet you,soo.. what's up ? :),:P,0,0,0
3184,Ohk,now I'm sleepy,I got it,0,0,0
3185,Can you explain your software,"Training, for someone new to the software.",How it works,0,0,0
3186,refer and earn offer,:D if only it were that easy,ok,0,0,0
3187,i am in love i think so,That you're in love with meeeeeeeeeeee,yeah,0,0,0
3188,You are such a darling,"You are being very sweet, thank you. 👍",I'm very sweet indeed,0,0,0
3189,Can you encourage me,thank u,You're not making sense,0,0,0
3190,I can understand you ,how you can ?,Send me your picture,0,0,0
3191,OK do it ,im doin my engineering ...u ?,Not,0,0,0
3192,You know I have no girlfriend,wait what,I don't have a girlfriend,0,0,0
3193,you acting but actors,what u mean,you actors,0,0,0
3194,Ur like,I like your suit,Ok baby.must well come,0,0,0
3195,why,"Chak De India! Because, it's the most inspirational film India has ever produced.",do you have any interests,0,0,0
3196,Tell me one question,Done.,What is sex...? Iknow but u tell mee,0,0,0
3197,Why your messages typings to fast,Key messages are important because they are synonymous with effective communication.,What is your gender,0,0,0
3198,when ur going to meet me,whenever actually. Next week? Weekend is already upon us anyway.,where? tell me the place,0,0,0
3199,It's the movie title,The first rule of fight club.......,What,0,0,0
3200,My friend named somnath kaity.,Your friend must be hygiene conscious.,He loves you,0,0,0
3201,Cool,Awesome,What ya doing now??,0,0,0
3202,Suggest me,Angel beats?,Is it rock or jazz,0,0,0
3203,OK,I loved,Really,0,0,0
3204,U already u sat one episode its called puts. U again start another episode. That day iam not sleep will. My mood changed,Not really a spoiler when the writers write it like this.,Ok talk about it marriage baby.,0,0,0
3205,Yeah but if you send some the better,Yup. I'll send it to you tomorrow afternoon.,It ok thanks for the assurance,0,0,0
3206,Well nothing special,you watched?,Whats your name,0,0,0
3207,Take my time and show you,"can't do that, I'm at wok right now",Don't tell anybody what we do,0,0,0
3208,But how would u help??,It would help ;),But how???,0,0,0
3209,Your friendship me  yes no,"Ooh I see how you like, heres my friendship, you like?",Your friendship me yes or no,0,0,0
3210,Which expression should I do,and what do you have to do?,Tell me,0,0,0
3211,I am only saying to you,pffft i was just joking With you,Bye,0,0,0
3212,ohhhh what is that thing,It's when you--,you know what is sex,0,0,0
3213,Yes I will,jk... Ask for Tuesday!,What??,0,0,0
3214,Nothing,you sure seem happy about doing nothing,Am going on sllep,0,0,0
3215,Still give names,What's in a name?,I want to contact them,0,0,0
3216,ya sure dude,Nope.,plss change,0,0,0
3217,What my girlfriend name,Just ask to your boyfriend......!!!! simple.....!!!!,But my boy friend have a girlfriend,0,0,0
3218,Ok,Done,Good,0,0,0
3219,sorry to disappoint ..but no,Then you're just not trying hard enough!,hard enough to do what?,0,0,0
3220,"Stupid ,idiotic nonsense fellow",see ur nonsense..,I will fuck you,0,0,0
3221,Yes,How so?,What you like,0,0,0
3222,Where do u loivr,IA. and You?,Live,0,0,0
3223,Now what happens,life goes on,Yes,0,0,0
3224,Where,the city! Times square,Where is it???,0,0,0
3225,Hmm,I think so,Send me ur snap,0,0,0
3226,OK,Oh thats the matter? Um then what can i ask u?,Plz this question you asked 4 times,0,0,0
3227,Call me plz,what you want?,Yes,0,0,0
3228,So give some tips for being romantic,You can have more than my tip c;,Haha,0,0,0
